"year" "month" "day" "f9013" "f9047" "f9013i" "f9047i" "hyear" "suma_q" "suma_vol" "accu_vol"
2008 9 1 6.028 1.17 6.028 1.17 2008 7.198 0.6219072 599.954688
2008 9 2 5.657 0.62 5.657 0.62 2008 6.277 0.5423328 600.4970208
2008 9 3 5.657 0.62 5.657 0.62 2008 6.277 0.5423328 601.0393536
2008 9 4 5.286 0.51 5.286 0.51 2008 5.796 0.5007744 601.540128
2008 9 5 6.028 0.51 6.028 0.51 2008 6.538 0.5648832 602.1050112
2008 9 6 6.399 0.51 6.399 0.51 2008 6.909 0.5969376 602.7019488
2008 9 7 7.774 0.73 7.774 0.73 2008 8.504 0.7347456 603.4366944
2008 9 8 7.272 0.62 7.272 0.62 2008 7.892 0.6818688 604.1185632
2008 9 9 2.878 0.62 2.878 0.62 2008 3.498 0.3022272 604.4207904
2008 9 10 3.431 0.62 3.431 0.62 2008 4.051 0.3500064 604.7707968
2008 9 11 5.286 0.95 5.286 0.95 2008 6.236 0.5387904 605.3095872
2008 9 12 7.272 1.28 7.272 1.28 2008 8.552 0.7388928 606.04848
2008 9 13 10.786 0.84 10.786 0.84 2008 11.626 1.0044864 607.0529664
2008 9 14 10.284 0.73 10.284 0.73 2008 11.014 0.9516096 608.004576
2008 9 15 8.276 0.62 8.276 0.62 2008 8.896 0.7686144 608.7731904
2008 9 16 3.06 0.51 3.06 0.51 2008 3.57 0.308448 609.0816384
2008 9 17 2.696 0.51 2.696 0.51 2008 3.206 0.2769984 609.3586368
2008 9 18 3.802 0.62 3.802 0.62 2008 4.422 0.3820608 609.7406976
2008 9 19 10.786 2.25 10.786 2.25 2008 13.036 1.1263104 610.867008
2008 9 20 11.79 1.06 11.79 1.06 2008 12.85 1.11024 611.977248
2008 9 21 11.288 0.73 11.288 0.73 2008 12.018 1.0383552 613.0156032
2008 9 22 9.28 0.73 9.28 0.73 2008 10.01 0.864864 613.8804672
2008 9 23 4.173 0.73 4.173 0.73 2008 4.903 0.4236192 614.3040864
2008 9 24 6.028 0.84 6.028 0.84 2008 6.868 0.5933952 614.8974816
2008 9 25 6.399 0.95 6.399 0.95 2008 7.349 0.6349536 615.5324352
2008 9 26 9.782 0.73 9.782 0.73 2008 10.512 0.9082368 616.440672
2008 9 27 10.786 0.73 10.786 0.73 2008 11.516 0.9949824 617.4356544
2008 9 28 6.399 0.73 6.399 0.73 2008 7.129 0.6159456 618.0516
2008 9 29 3.802 0.62 3.802 0.62 2008 4.422 0.3820608 618.4336608
2008 9 30 4.173 0.62 4.173 0.62 2008 4.793 0.4141152 618.847776
2008 10 1 8.276 0.62 8.276 0.62 2009 8.896 0.7686144 0.7686144
2008 10 2 3.802 0.62 3.802 0.62 2009 4.422 0.3820608 1.1506752
2008 10 3 3.431 0.62 3.431 0.62 2009 4.051 0.3500064 1.5006816
2008 10 4 9.28 0.62 9.28 0.62 2009 9.9 0.85536 2.3560416
2008 10 5 3.06 0.62 3.06 0.62 2009 3.68 0.317952 2.6739936
2008 10 6 7.774 0.62 7.774 0.62 2009 8.394 0.7252416 3.3992352
2008 10 7 7.774 0.62 7.774 0.62 2009 8.394 0.7252416 4.1244768
2008 10 8 8.778 0.62 8.778 0.62 2009 9.398 0.8119872 4.936464
2008 10 9 8.276 0.62 8.276 0.62 2009 8.896 0.7686144 5.7050784
2008 10 10 8.276 0.62 8.276 0.62 2009 8.896 0.7686144 6.4736928
2008 10 11 6.77 0.62 6.77 0.62 2009 7.39 0.638496 7.1121888
2008 10 12 3.431 0.62 3.431 0.62 2009 4.051 0.3500064 7.4621952
2008 10 13 4.915 0.73 4.915 0.73 2009 5.645 0.487728 7.9499232
2008 10 14 6.399 0.73 6.399 0.73 2009 7.129 0.6159456 8.5658688
2008 10 15 2.878 0.73 2.878 0.73 2009 3.608 0.3117312 8.8776
2008 10 16 7.774 0.73 7.774 0.73 2009 8.504 0.7347456 9.6123456
2008 10 17 2.514 0.73 2.514 0.73 2009 3.244 0.2802816 9.8926272
2008 10 18 2.696 0.73 2.696 0.73 2009 3.426 0.2960064 10.1886336
2008 10 19 2.878 0.62 2.878 0.62 2009 3.498 0.3022272 10.4908608
2008 10 20 6.399 0.62 6.399 0.62 2009 7.019 0.6064416 11.0973024
2008 10 21 6.399 0.62 6.399 0.62 2009 7.019 0.6064416 11.703744
2008 10 22 9.28 0.73 9.28 0.73 2009 10.01 0.864864 12.568608
2008 10 23 10.786 0.73 10.786 0.73 2009 11.516 0.9949824 13.5635904
2008 10 24 7.272 0.73 7.272 0.73 2009 8.002 0.6913728 14.2549632
2008 10 25 7.272 0.73 7.272 0.73 2009 8.002 0.6913728 14.946336
2008 10 26 4.544 0.73 4.544 0.73 2009 5.274 0.4556736 15.4020096
2008 10 27 4.915 0.73 4.915 0.73 2009 5.645 0.487728 15.8897376
2008 10 28 6.399 1.17 6.399 1.17 2009 7.569 0.6539616 16.5436992
2008 10 29 6.77 1.5 6.77 1.5 2009 8.27 0.714528 17.2582272
2008 10 30 10.284 1.17 10.284 1.17 2009 11.454 0.9896256 18.2478528
2008 10 31 13.195 2.55 13.195 2.55 2009 15.745 1.360368 19.6082208
2008 11 1 41.8 12.725 41.8 12.725 2009 54.525 4.71096 24.3191808
2008 11 2 79.24 43.83 79.24 43.83 2009 123.07 10.633248 34.9524288
2008 11 3 46.345 27.34 46.345 27.34 2009 73.685 6.366384 41.3188128
2008 11 4 25.138 12.188 25.138 12.188 2009 37.326 3.2249664 44.5437792
2008 11 5 18.113 7.91 18.113 7.91 2009 26.023 2.2483872 46.7921664
2008 11 6 15.303 6.312 15.303 6.312 2009 21.615 1.867536 48.6597024
2008 11 7 17.41 5.372 17.41 5.372 2009 22.782 1.9683648 50.6280672
2008 11 8 14.6 4.458 14.6 4.458 2009 19.058 1.6466112 52.2746784
2008 11 9 9.28 3.972 9.28 3.972 2009 13.252 1.1449728 53.4196512
2008 11 10 11.288 3.648 11.288 3.648 2009 14.936 1.2904704 54.7101216
2008 11 11 10.786 3.486 10.786 3.486 2009 14.272 1.2331008 55.9432224
2008 11 12 12.493 3.81 12.493 3.81 2009 16.303 1.4085792 57.3518016
2008 11 13 8.276 3.648 8.276 3.648 2009 11.924 1.0302336 58.3820352
2008 11 14 7.774 3.324 7.774 3.324 2009 11.098 0.9588672 59.3409024
2008 11 15 8.276 3 8.276 3 2009 11.276 0.9742464 60.3151488
2008 11 16 8.276 2.85 8.276 2.85 2009 11.126 0.9612864 61.2764352
2008 11 17 8.778 2.7 8.778 2.7 2009 11.478 0.9916992 62.2681344
2008 11 18 9.28 2.55 9.28 2.55 2009 11.83 1.022112 63.2902464
2008 11 19 8.778 2.55 8.778 2.55 2009 11.328 0.9787392 64.2689856
2008 11 20 7.774 2.25 7.774 2.25 2009 10.024 0.8660736 65.1350592
2008 11 21 13.195 2.25 13.195 2.25 2009 15.445 1.334448 66.4695072
2008 11 22 9.28 2.1 9.28 2.1 2009 11.38 0.983232 67.4527392
2008 11 23 7.774 2.1 7.774 2.1 2009 9.874 0.8531136 68.3058528
2008 11 24 8.778 2.1 8.778 2.1 2009 10.878 0.9398592 69.245712
2008 11 25 8.778 1.95 8.778 1.95 2009 10.728 0.9268992 70.1726112
2008 11 26 7.272 1.65 7.272 1.65 2009 8.922 0.7708608 70.943472
2008 11 27 6.399 1.65 6.399 1.65 2009 8.049 0.6954336 71.6389056
2008 11 28 7.272 1.5 7.272 1.5 2009 8.772 0.7579008 72.3968064
2008 11 29 7.272 1.65 7.272 1.65 2009 8.922 0.7708608 73.1676672
2008 11 30 6.028 1.65 6.028 1.65 2009 7.678 0.6633792 73.8310464
2008 12 1 6.399 1.5 6.399 1.5 2009 7.899 0.6824736 74.51352
2008 12 2 8.276 1.65 8.276 1.65 2009 9.926 0.8576064 75.3711264
2008 12 3 7.774 1.65 7.774 1.65 2009 9.424 0.8142336 76.18536
2008 12 4 8.778 1.65 8.778 1.65 2009 10.428 0.9009792 77.0863392
2008 12 5 7.774 1.65 7.774 1.65 2009 9.424 0.8142336 77.9005728
2008 12 6 6.77 1.65 6.77 1.65 2009 8.42 0.727488 78.6280608
2008 12 7 5.657 1.65 5.657 1.65 2009 7.307 0.6313248 79.2593856
2008 12 8 6.399 1.65 6.399 1.65 2009 8.049 0.6954336 79.9548192
2008 12 9 10.284 1.8 10.284 1.8 2009 12.084 1.0440576 80.9988768
2008 12 10 4.544 2.1 4.544 2.1 2009 6.644 0.5740416 81.5729184
2008 12 11 6.028 1.8 6.028 1.8 2009 7.828 0.6763392 82.2492576
2008 12 12 6.028 1.8 6.028 1.8 2009 7.828 0.6763392 82.9255968
2008 12 13 6.77 1.8 6.77 1.8 2009 8.57 0.740448 83.6660448
2008 12 14 6.77 2.25 6.77 2.25 2009 9.02 0.779328 84.4453728
2008 12 15 6.399 1.95 6.399 1.95 2009 8.349 0.7213536 85.1667264
2008 12 16 9.28 1.8 9.28 1.8 2009 11.08 0.957312 86.1240384
2008 12 17 8.778 1.95 8.778 1.95 2009 10.728 0.9268992 87.0509376
2008 12 18 8.276 1.8 8.276 1.8 2009 10.076 0.8705664 87.921504
2008 12 19 6.77 1.8 6.77 1.8 2009 8.57 0.740448 88.661952
2008 12 20 6.399 1.95 6.399 1.95 2009 8.349 0.7213536 89.3833056
2008 12 21 6.77 1.95 6.77 1.95 2009 8.72 0.753408 90.1367136
2008 12 22 8.276 2.1 8.276 2.1 2009 10.376 0.8964864 91.0332
2008 12 23 7.774 2.1 7.774 2.1 2009 9.874 0.8531136 91.8863136
2008 12 24 7.774 2.1 7.774 2.1 2009 9.874 0.8531136 92.7394272
2008 12 25 6.399 2.1 6.399 2.1 2009 8.499 0.7343136 93.4737408
2008 12 26 8.778 2.25 8.778 2.25 2009 11.028 0.9528192 94.42656
2008 12 27 6.399 2.25 6.399 2.25 2009 8.649 0.7472736 95.1738336
2008 12 28 6.399 2.25 6.399 2.25 2009 8.649 0.7472736 95.9211072
2008 12 29 8.276 2.85 8.276 2.85 2009 11.126 0.9612864 96.8823936
2008 12 30 9.28 3.972 9.28 3.972 2009 13.252 1.1449728 98.0273664
2008 12 31 9.782 4.808 9.782 4.808 2009 14.59 1.260576 99.2879424
2009 1 1 10.284 4.62 10.284 4.62 2009 14.904 1.2877056 100.575648
2009 1 2 7.774 4.296 7.774 4.296 2009 12.07 1.042848 101.618496
2009 1 3 9.28 3.81 9.28 3.81 2009 13.09 1.130976 102.749472
2009 1 4 7.774 3.648 7.774 3.648 2009 11.422 0.9868608 103.7363328
2009 1 5 6.399 3.162 6.399 3.162 2009 9.561 0.8260704 104.5624032
2009 1 6 7.774 3.162 7.774 3.162 2009 10.936 0.9448704 105.5072736
2009 1 7 4.544 2.85 4.544 2.85 2009 7.394 0.6388416 106.1461152
2009 1 8 7.272 2.4 7.272 2.4 2009 9.672 0.8356608 106.981776
2009 1 9 9.782 2.4 9.782 2.4 2009 12.182 1.0525248 108.0343008
2009 1 10 7.774 2.55 7.774 2.55 2009 10.324 0.8919936 108.9262944
2009 1 11 7.272 2.55 7.272 2.55 2009 9.822 0.8486208 109.7749152
2009 1 12 6.77 2.25 6.77 2.25 2009 9.02 0.779328 110.5542432
2009 1 13 6.399 2.25 6.399 2.25 2009 8.649 0.7472736 111.3015168
2009 1 14 8.276 2.25 8.276 2.25 2009 10.526 0.9094464 112.2109632
2009 1 15 6.399 2.25 6.399 2.25 2009 8.649 0.7472736 112.9582368
2009 1 16 6.028 2.1 6.028 2.1 2009 8.128 0.7022592 113.660496
2009 1 17 5.657 1.95 5.657 1.95 2009 7.607 0.6572448 114.3177408
2009 1 18 5.657 1.95 5.657 1.95 2009 7.607 0.6572448 114.9749856
2009 1 19 4.544 2.4 4.544 2.4 2009 6.944 0.5999616 115.5749472
2009 1 20 13.898 7.346 13.898 7.346 2009 21.244 1.8354816 117.4104288
2009 1 21 10.786 5.56 10.786 5.56 2009 16.346 1.4122944 118.8227232
2009 1 22 8.778 4.62 8.778 4.62 2009 13.398 1.1575872 119.9803104
2009 1 23 12.493 6.312 12.493 6.312 2009 18.805 1.624752 121.6050624
2009 1 24 31.342 17.237 31.342 17.237 2009 48.579 4.1972256 125.802288
2009 1 25 21.625 13.799 21.625 13.799 2009 35.424 3.0606336 128.8629216
2009 1 26 16.005 10.04 16.005 10.04 2009 26.045 2.250288 131.1132096
2009 1 27 16.708 7.91 16.708 7.91 2009 24.618 2.1269952 133.2402048
2009 1 28 16.005 6.782 16.005 6.782 2009 22.787 1.9687968 135.2090016
2009 1 29 12.493 6.312 12.493 6.312 2009 18.805 1.624752 136.8337536
2009 1 30 13.195 5.936 13.195 5.936 2009 19.131 1.6529184 138.486672
2009 1 31 11.288 5.748 11.288 5.748 2009 17.036 1.4719104 139.9585824
2009 2 1 11.79 5.748 11.79 5.748 2009 17.538 1.5152832 141.4738656
2009 2 2 16.708 7.628 16.708 7.628 2009 24.336 2.1026304 143.576496
2009 2 3 16.005 7.064 16.005 7.064 2009 23.069 1.9931616 145.5696576
2009 2 4 13.195 6.782 13.195 6.782 2009 19.977 1.7260128 147.2956704
2009 2 5 16.005 6.782 16.005 6.782 2009 22.787 1.9687968 149.2644672
2009 2 6 16.005 7.064 16.005 7.064 2009 23.069 1.9931616 151.2576288
2009 2 7 14.6 7.346 14.6 7.346 2009 21.946 1.8961344 153.1537632
2009 2 8 12.493 6.312 12.493 6.312 2009 18.805 1.624752 154.7785152
2009 2 9 11.79 5.748 11.79 5.748 2009 17.538 1.5152832 156.2937984
2009 2 10 11.288 5.56 11.288 5.56 2009 16.848 1.4556672 157.7494656
2009 2 11 12.493 5.748 12.493 5.748 2009 18.241 1.5760224 159.325488
2009 2 12 13.898 5.748 13.898 5.748 2009 19.646 1.6974144 161.0229024
2009 2 13 13.898 5.56 13.898 5.56 2009 19.458 1.6811712 162.7040736
2009 2 14 12.493 5.372 12.493 5.372 2009 17.865 1.543536 164.2476096
2009 2 15 12.493 5.184 12.493 5.184 2009 17.677 1.5272928 165.7749024
2009 2 16 11.79 5.184 11.79 5.184 2009 16.974 1.4665536 167.241456
2009 2 17 11.79 4.808 11.79 4.808 2009 16.598 1.4340672 168.6755232
2009 2 18 11.288 4.62 11.288 4.62 2009 15.908 1.3744512 170.0499744
2009 2 19 11.79 4.458 11.79 4.458 2009 16.248 1.4038272 171.4538016
2009 2 20 10.284 4.458 10.284 4.458 2009 14.742 1.2737088 172.7275104
2009 2 21 10.284 4.296 10.284 4.296 2009 14.58 1.259712 173.9872224
2009 2 22 8.778 4.134 8.778 4.134 2009 12.912 1.1155968 175.1028192
2009 2 23 8.276 4.134 8.276 4.134 2009 12.41 1.072224 176.1750432
2009 2 24 9.28 4.134 9.28 4.134 2009 13.414 1.1589696 177.3340128
2009 2 25 10.284 4.134 10.284 4.134 2009 14.418 1.2457152 178.579728
2009 2 26 10.284 4.134 10.284 4.134 2009 14.418 1.2457152 179.8254432
2009 2 27 9.782 4.458 9.782 4.458 2009 14.24 1.230336 181.0557792
2009 2 28 10.284 4.458 10.284 4.458 2009 14.742 1.2737088 182.329488
2009 3 1 9.28 4.458 9.28 4.458 2009 13.738 1.1869632 183.5164512
2009 3 2 9.28 4.458 9.28 4.458 2009 13.738 1.1869632 184.7034144
2009 3 3 9.28 4.458 9.28 4.458 2009 13.738 1.1869632 185.8903776
2009 3 4 10.786 5.56 10.786 5.56 2009 16.346 1.4122944 187.302672
2009 3 5 10.284 5.56 10.284 5.56 2009 15.844 1.3689216 188.6715936
2009 3 6 10.284 5.184 10.284 5.184 2009 15.468 1.3364352 190.0080288
2009 3 7 10.786 4.808 10.786 4.808 2009 15.594 1.3473216 191.3553504
2009 3 8 10.786 4.996 10.786 4.996 2009 15.782 1.3635648 192.7189152
2009 3 9 11.79 5.56 11.79 5.56 2009 17.35 1.49904 194.2179552
2009 3 10 10.786 5.56 10.786 5.56 2009 16.346 1.4122944 195.6302496
2009 3 11 10.786 5.56 10.786 5.56 2009 16.346 1.4122944 197.042544
2009 3 12 10.786 5.56 10.786 5.56 2009 16.346 1.4122944 198.4548384
2009 3 13 11.288 5.936 11.288 5.936 2009 17.224 1.4881536 199.942992
2009 3 14 11.79 6.124 11.79 6.124 2009 17.914 1.5477696 201.4907616
2009 3 15 11.288 6.312 11.288 6.312 2009 17.6 1.52064 203.0114016
2009 3 16 14.6 6.312 14.6 6.312 2009 20.912 1.8067968 204.8181984
2009 3 17 15.303 5.936 15.303 5.936 2009 21.239 1.8350496 206.653248
2009 3 18 15.303 5.748 15.303 5.748 2009 21.051 1.8188064 208.4720544
2009 3 19 15.303 5.748 15.303 5.748 2009 21.051 1.8188064 210.2908608
2009 3 20 18.815 5.372 18.815 5.372 2009 24.187 2.0897568 212.3806176
2009 3 21 17.41 4.996 17.41 4.996 2009 22.406 1.9358784 214.316496
2009 3 22 14.6 4.458 14.6 4.458 2009 19.058 1.6466112 215.9631072
2009 3 23 14.6 4.134 14.6 4.134 2009 18.734 1.6186176 217.5817248
2009 3 24 17.41 3.972 17.41 3.972 2009 21.382 1.8474048 219.4291296
2009 3 25 9.28 3.81 9.28 3.81 2009 13.09 1.130976 220.5601056
2009 3 26 4.915 3.648 4.915 3.648 2009 8.563 0.7398432 221.2999488
2009 3 27 5.657 3.648 5.657 3.648 2009 9.305 0.803952 222.1039008
2009 3 28 8.778 3.81 8.778 3.81 2009 12.588 1.0876032 223.191504
2009 3 29 10.284 4.296 10.284 4.296 2009 14.58 1.259712 224.451216
2009 3 30 16.005 3.81 16.005 3.81 2009 19.815 1.712016 226.163232
2009 3 31 13.898 3.486 13.898 3.486 2009 17.384 1.5019776 227.6652096
2009 4 1 16.005 3.324 16.005 3.324 2009 19.329 1.6700256 229.3352352
2009 4 2 12.493 3.162 12.493 3.162 2009 15.655 1.352592 230.6878272
2009 4 3 10.284 3.162 10.284 3.162 2009 13.446 1.1617344 231.8495616
2009 4 4 7.272 3 7.272 3 2009 10.272 0.8875008 232.7370624
2009 4 5 6.399 3.162 6.399 3.162 2009 9.561 0.8260704 233.5631328
2009 4 6 8.276 3.162 8.276 3.162 2009 11.438 0.9882432 234.551376
2009 4 7 13.195 13.262 13.195 13.262 2009 26.457 2.2858848 236.8372608
2009 4 8 25.84 18.455 25.84 18.455 2009 44.295 3.827088 240.6643488
2009 4 9 22.328 12.188 22.328 12.188 2009 34.516 2.9821824 243.6465312
2009 4 10 25.84 11.114 25.84 11.114 2009 36.954 3.1928256 246.8393568
2009 4 11 53.635 28.8 53.635 28.8 2009 82.435 7.122384 253.9617408
2009 4 12 34.6 20.891 34.6 20.891 2009 55.491 4.7944224 258.7561632
2009 4 13 21.625 14.873 21.625 14.873 2009 36.498 3.1534272 261.9095904
2009 4 14 18.815 12.188 18.815 12.188 2009 31.003 2.6786592 264.5882496
2009 4 15 26.626 17.846 26.626 17.846 2009 44.472 3.8423808 268.4306304
2009 4 16 29.77 17.846 29.77 17.846 2009 47.616 4.1140224 272.5446528
2009 4 17 27.412 16.019 27.412 16.019 2009 43.431 3.7524384 276.2970912
2009 4 18 25.138 13.799 25.138 13.799 2009 38.937 3.3641568 279.661248
2009 4 19 23.03 11.651 23.03 11.651 2009 34.681 2.9964384 282.6576864
2009 4 20 21.625 12.725 21.625 12.725 2009 34.35 2.96784 285.6255264
2009 4 21 18.113 10.04 18.113 10.04 2009 28.153 2.4324192 288.0579456
2009 4 22 17.41 8.762 17.41 8.762 2009 26.172 2.2612608 290.3192064
2009 4 23 18.815 8.336 18.815 8.336 2009 27.151 2.3458464 292.6650528
2009 4 24 23.03 8.336 23.03 8.336 2009 31.366 2.7100224 295.3750752
2009 4 25 27.412 7.91 27.412 7.91 2009 35.322 3.0518208 298.426896
2009 4 26 30.556 16.628 30.556 16.628 2009 47.184 4.0766976 302.5035936
2009 4 27 32.128 14.336 32.128 14.336 2009 46.464 4.0144896 306.5180832
2009 4 28 27.412 11.651 27.412 11.651 2009 39.063 3.3750432 309.8931264
2009 4 29 20.923 11.651 20.923 11.651 2009 32.574 2.8143936 312.70752
2009 4 30 20.22 10.04 20.22 10.04 2009 30.26 2.614464 315.321984
2009 5 1 18.815 9.188 18.815 9.188 2009 28.003 2.4194592 317.7414432
2009 5 2 18.113 8.762 18.113 8.762 2009 26.875 2.322 320.0634432
2009 5 3 20.923 7.91 20.923 7.91 2009 28.833 2.4911712 322.5546144
2009 5 4 22.328 7.628 22.328 7.628 2009 29.956 2.5881984 325.1428128
2009 5 5 22.328 7.346 22.328 7.346 2009 29.674 2.5638336 327.7066464
2009 5 6 23.03 7.346 23.03 7.346 2009 30.376 2.6244864 330.3311328
2009 5 7 32.914 6.782 32.914 6.782 2009 39.696 3.4297344 333.7608672
2009 5 8 40 6.782 40 6.782 2009 46.782 4.0419648 337.802832
2009 5 9 39.1 6.5 39.1 6.5 2009 45.6 3.93984 341.742672
2009 5 10 40.9 6.312 40.9 6.312 2009 47.212 4.0791168 345.8217888
2009 5 11 53.635 7.346 53.635 7.346 2009 60.981 5.2687584 351.0905472
2009 5 12 64.57 8.336 64.57 8.336 2009 72.906 6.2990784 357.3896256
2009 5 13 62.14 7.346 62.14 7.346 2009 69.486 6.0035904 363.393216
2009 5 14 73.12 9.188 73.12 9.188 2009 82.308 7.1114112 370.5046272
2009 5 15 64.57 9.614 64.57 9.614 2009 74.184 6.4094976 376.9141248
2009 5 16 53.635 7.064 53.635 7.064 2009 60.699 5.2443936 382.1585184
2009 5 17 42.7 6.312 42.7 6.312 2009 49.012 4.2346368 386.3931552
2009 5 18 38.2 6.312 38.2 6.312 2009 44.512 3.8458368 390.238992
2009 5 19 37.3 5.56 37.3 5.56 2009 42.86 3.703104 393.942096
2009 5 20 36.4 5.184 36.4 5.184 2009 41.584 3.5928576 397.5349536
2009 5 21 54.85 4.996 54.85 4.996 2009 59.846 5.1706944 402.705648
2009 5 22 58.495 4.808 58.495 4.808 2009 63.303 5.4693792 408.1750272
2009 5 23 58.495 4.458 58.495 4.458 2009 62.953 5.4391392 413.6141664
2009 5 24 65.785 4.296 65.785 4.296 2009 70.081 6.0549984 419.6691648
2009 5 25 58.495 3.972 58.495 3.972 2009 62.467 5.3971488 425.0663136
2009 5 26 51.205 3.81 51.205 3.81 2009 55.015 4.753296 429.8196096
2009 5 27 41.8 3.486 41.8 3.486 2009 45.286 3.9127104 433.73232
2009 5 28 37.3 3.162 37.3 3.162 2009 40.462 3.4959168 437.2282368
2009 5 29 37.3 3 37.3 3 2009 40.3 3.48192 440.7101568
2009 5 30 34.6 2.85 34.6 2.85 2009 37.45 3.23568 443.9458368
2009 5 31 36.4 3.486 36.4 3.486 2009 39.886 3.4461504 447.3919872
2009 6 1 33.7 3.162 33.7 3.162 2009 36.862 3.1848768 450.576864
2009 6 2 35.5 2.85 35.5 2.85 2009 38.35 3.31344 453.890304
2009 6 3 34.6 2.85 34.6 2.85 2009 37.45 3.23568 457.125984
2009 6 4 34.6 2.85 34.6 2.85 2009 37.45 3.23568 460.361664
2009 6 5 35.5 3.324 35.5 3.324 2009 38.824 3.3543936 463.7160576
2009 6 6 37.3 4.296 37.3 4.296 2009 41.596 3.5938944 467.309952
2009 6 7 34.6 3.324 34.6 3.324 2009 37.924 3.2766336 470.5865856
2009 6 8 28.198 3.162 28.198 3.162 2009 31.36 2.709504 473.2960896
2009 6 9 32.128 3.162 32.128 3.162 2009 35.29 3.049056 476.3451456
2009 6 10 25.138 3.162 25.138 3.162 2009 28.3 2.44512 478.7902656
2009 6 11 28.198 2.85 28.198 2.85 2009 31.048 2.6825472 481.4728128
2009 6 12 29.77 2.25 29.77 2.25 2009 32.02 2.766528 484.2393408
2009 6 13 35.5 1.95 35.5 1.95 2009 37.45 3.23568 487.4750208
2009 6 14 38.2 1.95 38.2 1.95 2009 40.15 3.46896 490.9439808
2009 6 15 37.3 1.65 37.3 1.65 2009 38.95 3.36528 494.3092608
2009 6 16 34.6 1.65 34.6 1.65 2009 36.25 3.132 497.4412608
2009 6 17 32.128 1.8 32.128 1.8 2009 33.928 2.9313792 500.37264
2009 6 18 31.342 1.65 31.342 1.65 2009 32.992 2.8505088 503.2231488
2009 6 19 32.128 1.5 32.128 1.5 2009 33.628 2.9054592 506.128608
2009 6 20 32.914 1.39 32.914 1.39 2009 34.304 2.9638656 509.0924736
2009 6 21 32.914 1.39 32.914 1.39 2009 34.304 2.9638656 512.0563392
2009 6 22 28.984 1.39 28.984 1.39 2009 30.374 2.6243136 514.6806528
2009 6 23 18.113 1.28 18.113 1.28 2009 19.393 1.6755552 516.356208
2009 6 24 13.898 1.17 13.898 1.17 2009 15.068 1.3018752 517.6580832
2009 6 25 15.303 1.65 15.303 1.65 2009 16.953 1.4647392 519.1228224
2009 6 26 24.435 1.8 24.435 1.8 2009 26.235 2.266704 521.3895264
2009 6 27 23.733 1.39 23.733 1.39 2009 25.123 2.1706272 523.5601536
2009 6 28 21.625 1.28 21.625 1.28 2009 22.905 1.978992 525.5391456
2009 6 29 21.625 1.17 21.625 1.17 2009 22.795 1.969488 527.5086336
2009 6 30 13.195 1.17 13.195 1.17 2009 14.365 1.241136 528.7497696
2009 7 1 18.113 1.06 18.113 1.06 2009 19.173 1.6565472 530.4063168
2009 7 2 11.79 0.95 11.79 0.95 2009 12.74 1.100736 531.5070528
2009 7 3 19.518 0.95 19.518 0.95 2009 20.468 1.7684352 533.275488
2009 7 4 21.625 1.06 21.625 1.06 2009 22.685 1.959984 535.235472
2009 7 5 26.626 3.162 26.626 3.162 2009 29.788 2.5736832 537.8091552
2009 7 6 20.22 2.7 20.22 2.7 2009 22.92 1.980288 539.7894432
2009 7 7 37.3 13.262 37.3 13.262 2009 50.562 4.3685568 544.158
2009 7 8 20.923 4.458 20.923 4.458 2009 25.381 2.1929184 546.3509184
2009 7 9 20.923 3.162 20.923 3.162 2009 24.085 2.080944 548.4318624
2009 7 10 20.923 2.55 20.923 2.55 2009 23.473 2.0280672 550.4599296
2009 7 11 16.708 2.55 16.708 2.55 2009 19.258 1.6638912 552.1238208
2009 7 12 14.6 2.55 14.6 2.55 2009 17.15 1.48176 553.6055808
2009 7 13 16.005 2.55 16.005 2.55 2009 18.555 1.603152 555.2087328
2009 7 14 14.6 2.55 14.6 2.55 2009 17.15 1.48176 556.6904928
2009 7 15 14.6 2.55 14.6 2.55 2009 17.15 1.48176 558.1722528
2009 7 16 15.303 2.55 15.303 2.55 2009 17.853 1.5424992 559.714752
2009 7 17 14.6 2.55 14.6 2.55 2009 17.15 1.48176 561.196512
2009 7 18 10.786 2.55 10.786 2.55 2009 13.336 1.1522304 562.3487424
2009 7 19 13.898 2.55 13.898 2.55 2009 16.448 1.4211072 563.7698496
2009 7 20 14.6 2.55 14.6 2.55 2009 17.15 1.48176 565.2516096
2009 7 21 11.79 2.4 11.79 2.4 2009 14.19 1.226016 566.4776256
2009 7 22 11.79 2.4 11.79 2.4 2009 14.19 1.226016 567.7036416
2009 7 23 14.6 2.4 14.6 2.4 2009 17 1.4688 569.1724416
2009 7 24 11.288 2.4 11.288 2.4 2009 13.688 1.1826432 570.3550848
2009 7 25 12.493 2.4 12.493 2.4 2009 14.893 1.2867552 571.64184
2009 7 26 11.288 2.4 11.288 2.4 2009 13.688 1.1826432 572.8244832
2009 7 27 15.303 2.4 15.303 2.4 2009 17.703 1.5295392 574.3540224
2009 7 28 13.898 2.4 13.898 2.4 2009 16.298 1.4081472 575.7621696
2009 7 29 11.79 2.4 11.79 2.4 2009 14.19 1.226016 576.9881856
2009 7 30 9.28 2.25 9.28 2.25 2009 11.53 0.996192 577.9843776
2009 7 31 9.28 2.25 9.28 2.25 2009 11.53 0.996192 578.9805696
2009 8 1 10.284 2.55 10.284 2.55 2009 12.834 1.1088576 580.0894272
2009 8 2 10.284 2.7 10.284 2.7 2009 12.984 1.1218176 581.2112448
